basisOfRecord,class,date_end,date_start,date_year,decimalLatitude,decimalLongitude,depth,eventDate,family,genus,kingdom,locality,marine,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceStatus,order,phylum,scientificName,species,flags,bathymetry,shoredistance,sst,sss,brackish,subphylum
MaterialSample,Leotiomycetes,1380067200000.0,1380067200000.0,2013.0,50.25,-4.217,10.0,2013-09-25,Ploettnerulaceae,Cadophora,Fungi,,True,10.0,10.0,,,Helotiales,Ascomycota,Cadophora,,[],51.0,6836,12.86,34.79,,Pezizomycotina
MaterialSample,Thermoplasmata,1432684800000.0,1432684800000.0,2015.0,-27.345,153.562,0.0,2015-05-27T14:15:00Z,,,Archaea,North Stradbroke Island,True,0.0,0.0,2022-08-01T08:24:03Z,present,,Euryarchaeota,Thermoplasmata,,[],63.98,5060,23.45,35.4,,
MaterialSample,Alphaproteobacteria,1426118400000.0,1426118400000.0,2015.0,-42.59667,148.23333,50.0,2015-03-12T22:33:00Z,,,Bacteria,Maria Island,True,50.0,50.0,2022-06-23T23:48:45Z,present,,Proteobacteria,Alphaproteobacteria,,[],85.0,7753,14.65,35.3,True,
PreservedSpecimen,Sagittoidea,557452800000.0,557452800000.0,1987.0,34.7,137.068333,10.0,1987-09-01T03:48:00Z,Sagittidae,Sagitta,Animalia,,True,20.0,0.0,2018-12-26T15:00:07+09:00,present,Aphragmophora,Chaetognatha,Sagitta,,[],18.0,2275,20.01,32.58,,
MaterialSample,Alphaproteobacteria,1507507200000.0,1507507200000.0,2017.0,-12.4,130.76805,0.0,2017-10-09T22:27:00Z,Kiloniellaceae,,Bacteria,Darwin,True,0.0,0.0,2022-06-21T21:56:41Z,present,Kiloniellales,Proteobacteria,Kiloniellaceae,,[],20.0,3649,28.52,33.78,,
MATERIAL_SAMPLE,Dinophyceae,1463875200000.0,1463875200000.0,2016.0,-44.5223,-173.5023,73.0,2016-05-22,Gymnodiniaceae,Akashiwo,Chromista,,True,73.0,73.0,,,Gymnodiniales,Myzozoa,Akashiwo,,[],3585.0,188104,13.26,34.93,,Dinozoa
MaterialSample,Thermoplasmata,1492473600000.0,1492473600000.0,2017.0,-34.11923,151.22667,75.0,2017-04-18T14:00:00Z,,,Archaea,Port Hacking,True,75.0,75.0,2022-07-30T18:45:20Z,present,,Euryarchaeota,Thermoplasmata,,[],110.0,6160,20.37,35.54,,
MaterialSample,Malacostraca,1277856000000.0,1272672000000.0,2010.0,57.81779734166667,4.526748013888889,100.0,2010-05/2010-06,Photidae,Photis,Animalia,Yme Gamma,True,100.0,100.0,,present,Amphipoda,Arthropoda,Photis longicaudata,Photis longicaudata,[],94.6,103837,10.37,34.31,False,Crustacea
Occurrence,Dinophyceae,1557619200000.0,1557619200000.0,2019.0,58.275,10.5133,5.0,2019-05-12T00:01:00,Ceratiaceae,Tripos,Chromista,,True,10.0,0.0,2025-05-13 16:20:21,present,Gonyaulacales,Myzozoa,Tripos fusus,Tripos fusus,[],319.8,40431,10.42,29.65,,Dinozoa
Occurrence,Teleostei,445564800000.0,445564800000.0,1984.0,58.0333,11.15,123.0,1984-02-14T10:25:00+00:00,Gadidae,Merlangius,Animalia,,True,123.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Merlangius merlangus,Merlangius merlangus,[],115.6,12349,10.31,28.44,True,Vertebrata
HumanObservation,Teleostei,1087603200000.0,1087603200000.0,2004.0,24.685067,-82.776617,4.8,2004-06-19,Pomacentridae,Stegastes,Animalia,,True,4.8,4.8,2017-01-15,present,Ovalentaria incertae sedis,Chordata,Stegastes variabilis,Stegastes variabilis,[],9.0,4666,26.57,36.11,False,Vertebrata
MaterialSample,Gammaproteobacteria,1385942400000.0,1385942400000.0,2013.0,-34.11923,151.22667,50.0,2013-12-02T12:30:00Z,,,Bacteria,Port Hacking,True,50.0,50.0,2022-07-30T17:18:41Z,present,Pseudomonadales,Proteobacteria,Pseudomonadales,,[],110.0,6160,20.37,35.54,True,
PreservedSpecimen,Oligotrichea,1398816000000.0,1398816000000.0,2014.0,49.278,-23.802,7.5,2014-04-30 17:28:00+01,Dictyocystidae,Dictyocysta,Chromista,,True,10.0,5.0,,present,Choreotrichida,Ciliophora,Dictyocysta,,[],3706.4,972008,13.62,35.49,False,Intramacronucleata
Occurrence,Florideophyceae,1657843200000.0,1657843200000.0,2022.0,58.26123,11.38615,3.9,2022-07-15T00:01:00,,,Plantae,,True,4.4,3.4,2025-05-13 16:20:21,present,,Rhodophyta,Rhodymeniophycidae,,['ON_LAND'],25.0,-3,10.2,27.6,True,Eurhodophytina
Occurrence,Globothalamea,796694400000.0,796694400000.0,1995.0,34.0683,32.7253,129.0,1995-04-01,Globigerinidae,Globigerinatheka,Chromista,,True,,129.0,2005-07-18 00:00:00,present,Rotaliida,Foraminifera,Globigerinatheka,,[],2592.6,58532,22.45,39.21,False,
HumanObservation,Teleostei,1679097600000.0,1679097600000.0,2023.0,-34.10723,114.78933,61.9,2023-03-18T13:31:31Z,Labridae,Pseudolabrus,Animalia,,True,61.9,61.9,2023-11-10T12:23:37,present,Eupercaria incertae sedis,Chordata,Pseudolabrus biserialis,Pseudolabrus biserialis,[],63.0,18603,20.42,35.53,False,Vertebrata
MaterialSample,Dinophyceae,1491955200000.0,1491955200000.0,2017.0,-42.59667,148.23333,10.0,2017-04-12T00:15:00Z,Amphidiniaceae,Amphidinium,Chromista,Maria Island,True,10.0,10.0,2022-06-24T01:50:01Z,present,Amphidiniales,Myzozoa,Amphidinium,,[],85.0,7753,14.65,35.3,True,Dinozoa
HumanObservation,Teleostei,1468368000000.0,1468368000000.0,2016.0,24.55384,-81.35944,20.4,2016-07-13,Scaridae,Scarus,Animalia,,True,20.4,20.4,2017-01-15,present,Eupercaria incertae sedis,Chordata,Scarus iseri,Scarus iseri,[],15.0,8208,26.88,36.03,False,Vertebrata
MaterialSample,Thermoplasmata,1474848000000.0,1474848000000.0,2016.0,-19.30847,147.61842,20.0,2016-09-26T14:33:00Z,,,Archaea,Yongala,True,20.0,20.0,2022-08-01T04:30:53Z,present,,Euryarchaeota,Thermoplasmata,,[],28.42,18574,25.57,35.25,,
HumanObservation,Holothuroidea,964051200000.0,964051200000.0,2000.0,36.7657852173,-122.048843384,634.01,2000-07-20T18:37:00Z,Psolidae,Psolus,Animalia,,True,634.01,634.01,,,Dendrochirotida,Echinodermata,Psolus squamatus,Psolus squamatus,[],862.0,17464,12.78,32.87,False,Echinozoa
MaterialSample,Florideophyceae,1548633600000.0,1538092800000.0,2018.0,35.343153,25.136605,4.0,2018-09-28/2019-01-28,Grateloupiaceae,Grateloupia,Plantae,,True,4.0,4.0,,present,Halymeniales,Rhodophyta,Grateloupia taiwanensis,Grateloupia taiwanensis,[],-1.0,5,20.73,38.59,,Eurhodophytina
HumanObservation,Appendicularia,1266105600000.0,1266105600000.0,2010.0,-27.345,153.562,65.0,2010-02-14T23:30:00,Oikopleuridae,,Animalia,North Stradbroke Island,True,105.0,25.0,2022-05-24 14:17:20,present,Copelata,Chordata,Oikopleuridae,,[],63.98,5060,23.45,35.4,True,Tunicata
Occurrence,Polychaeta,590112000000.0,590112000000.0,1988.0,51.91669911,4.02924022,-0.400000005960464,1988-09-13,Nereididae,Hediste,Animalia,3637_Noordzee_Nederlands kustgebied,True,,-0.400000005960464,2008-10-30 00:00:00,present,Phyllodocida,Annelida,Hediste diversicolor,Hediste diversicolor,[],-0.6,434,12.09,30.25,True,
HumanObservation,Teleostei,1180224000000.0,1180224000000.0,2007.0,52.902116,-131.283116,104.0,2007-05-27T10:03:00,Gadidae,Microgadus,Animalia,,True,115.0,93.0,,present,Gadiformes,Chordata,Microgadus proximus,Microgadus proximus,[],82.0,13513,9.77,31.09,True,Vertebrata
MaterialSample,Thermoplasmata,1619568000000.0,1619568000000.0,2021.0,-42.59667,148.23333,85.0,2021-04-28T00:18:00Z,,,Archaea,Maria Island,True,85.0,85.0,2022-06-24T03:10:00Z,present,,Euryarchaeota,Thermoplasmata,,[],85.0,7753,14.65,35.3,,
HumanObservation,Teleostei,443923200000.0,443923200000.0,1984.0,-40.8733,174.9767,27.0,1984-01-26T17:11+12/1984-01-26T17:56+12,Latridae,Latridopsis,Animalia,,True,34.0,20.0,2014-04-18,present,Centrarchiformes,Chordata,Latridopsis ciliaris,Latridopsis ciliaris,[],32.0,1130,14.91,35.09,False,Vertebrata
Occurrence,Polychaeta,860976000000.0,860976000000.0,1997.0,54.08202,-4.806995,30.0,1997-04-14,Sabellidae,,Animalia,,True,30.0,,2022-01-18 09:29:51,present,Sabellida,Annelida,Sabellidae,,[],32.0,1592,11.3,34.03,False,
Occurrence,Teleostei,1353196800000.0,1353196800000.0,2012.0,58.7138,-7.7417,120.0,2012-11-18T15:12:00,Scophthalmidae,Lepidorhombus,Animalia,,True,240.0,0.0,2023-11-24 15:33:32,present,Pleuronectiformes,Chordata,Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,[],249.8,47945,11.14,35.37,False,Vertebrata
HumanObservation,Copepoda,,,,54.703,-48.222,7.5,,,,Animalia,,True,10.0,5.0,2024-12-19 17:31:49.047,,Calanoida,Arthropoda,Calanoida,,[],3790.0,501768,6.46,34.48,True,Crustacea
MATERIAL_SAMPLE,Polycystina,1465084800000.0,1465084800000.0,2016.0,-29.499,-169.9957,115.0,2016-06-05,Coccodiscidae,Didymocyrtis,Chromista,GOSHIP_P15 S,True,115.0,115.0,,,Spumellaria,Radiozoa,Didymocyrtis,,[],4832.0,761665,21.47,35.56,,
Occurrence,Teleostei,1131062400000.0,1131062400000.0,2005.0,51.117,-9.276,58.0,2005-11-04T15:06:00,Soleidae,Microchirus,Animalia,,True,116.0,0.0,2025-05-13 16:20:21,present,Pleuronectiformes,Chordata,Microchirus variegatus,Microchirus variegatus,[],113.8,37529,12.58,35.07,False,Vertebrata
Occurrence,Teleostei,522547200000.0,522547200000.0,1986.0,44.05,-58.75,27.0,1986-07-24T08:35:00,Gadidae,Gadus,Animalia,,True,54.0,0.0,2023-11-24 15:33:32,present,Gadiformes,Chordata,Gadus morhua,Gadus morhua,[],109.0,71148,9.27,31.72,True,Vertebrata
HumanObservation,Copepoda,824342400000.0,824342400000.0,1996.0,40.49,-68.45,24.5,1996-02-15T04:15:00Z,Paracalanidae,Paracalanus,Animalia,,True,37.0,12.0,,present,Calanoida,Arthropoda,Paracalanus,,[],91.0,153145,13.48,33.12,False,Crustacea
HumanObservation,Teleostei,1009756800000.0,978307200000.0,2001.0,-16.9,-39.04,4.0,2001,Blenniidae,Ophioblennius,Animalia,c2,True,6.0,2.0,,presence,Blenniiformes,Chordata,Ophioblennius trinitatis,Ophioblennius trinitatis,[],5.0,7534,25.93,36.87,False,Vertebrata
MaterialSample,Oligotrichea,1540857600000.0,1540857600000.0,2018.0,-12.4,130.76805,0.0,2018-10-30T22:56:00Z,Strombidiidae,Strombidium,Chromista,Darwin,True,0.0,0.0,2022-06-21T21:59:17Z,present,Oligotrichida,Ciliophora,Strombidium,,[],20.0,3649,28.52,33.78,True,Intramacronucleata
Occurrence,Teleostei,885945600000.0,885945600000.0,1998.0,60.7833,2.7,125.0,1998-01-28T09:08:00+00:00,Gadidae,Melanogrammus,Animalia,,True,125.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Melanogrammus aeglefinus,Melanogrammus aeglefinus,[],122.0,101049,10.2,35.18,False,Vertebrata
Occurrence,Bacillariophyceae,1244419200000.0,1244419200000.0,2009.0,40.60905,0.656149965,3.0,2009-06-08,Thalassionemataceae,Thalassionema,Chromista,Alfacs Bay,True,6.0,0.0,2023-04-05 17:28:04,present,Thalassionematales,Heterokontophyta,Thalassionema nitzschioides,Thalassionema nitzschioides,[],6.4,1723,19.15,36.84,,Bacillariophytina
HumanObservation,Teleostei,724377600000.0,724377600000.0,1992.0,-49.5162,168.5787,704.0,1992-12-15T08:56+12/1992-12-15T09:44+12,Macrouridae,Coelorinchus,Animalia,,True,705.0,703.0,2014-04-18,present,Gadiformes,Chordata,Coelorinchus oliverianus,Coelorinchus oliverianus,[],696.0,194360,9.11,34.37,False,Vertebrata
Occurrence,Teleostei,1121817600000.0,1121817600000.0,2005.0,59.2667,-0.3167,142.0,2005-07-20T06:49:00+00:00,Pleuronectidae,Hippoglossoides,Animalia,,True,142.0,,2011-01-01 00:00:00,present,Pleuronectiformes,Chordata,Hippoglossoides platessoides,Hippoglossoides platessoides,[],135.4,78422,10.09,35.21,False,Vertebrata
HumanObservation,Malacostraca,1222905600000.0,1222905600000.0,2008.0,27.7953491211,-175.866546631,1.5,2008-10-02T12:00:00Z,Diogenidae,Calcinus,Animalia,,True,2.0,1.0,,,Decapoda,Arthropoda,Calcinus,,[],8.0,64,24.26,35.3,False,Crustacea
HumanObservation,Copepoda,-90633600000.0,-90633600000.0,1967.0,-2.3333,60.0,75.0,1967-02-17T02:19:48Z,Acartiidae,Acartia,Animalia,,True,100.0,50.0,,present,Calanoida,Arthropoda,Acartia (Acartia) negligens,Acartia (Acartia) negligens,[],3650.0,504295,28.9,35.3,False,Crustacea
MATERIAL_SAMPLE,Dinophyceae,1403222400000.0,1403222400000.0,2014.0,64.2083,-22.015,20.0,2014-06-20,,,Chromista,North Atlantic Ocean,True,20.0,20.0,,,Noctilucales,Myzozoa,Noctilucales,,[],38.4,4437,7.41,34.9,,Dinozoa
PreservedSpecimen,Polychaeta,1189900800000.0,1189900800000.0,2007.0,-25.5461,-48.4275,8.0,2007-09-16T00:00:00Z,Magelonidae,Magelona,Animalia,Canal de Cotinga,True,8.0,,,,,Annelida,Magelona variolamellata,Magelona variolamellata,[],12.0,16,22.74,35.18,False,
Occurrence,Ostracoda,216172800000.0,216172800000.0,1976.0,36.5,21.98333333333333,25.0,1976-11-07,Halocyprididae,Conchoecia,Animalia,,True,50.0,0.0,2009-12-08 19:34:00,present,Halocyprida,Arthropoda,Conchoecia,,[],2322.4,20774,20.8,37.91,,Crustacea
HumanObservation,Globothalamea,1604880000000.0,1604880000000.0,2020.0,10.3289516,-117.19744685,1.5,2020-11-09T14:13:00,Cassidulinidae,Globocassidulina,Chromista,,True,2.0,1.0,,present,Rotaliida,Foraminifera,Globocassidulina subglobosa,Globocassidulina subglobosa,[],4277.0,871086,27.72,33.48,False,
MATERIAL_SAMPLE,Alphaproteobacteria,1496188800000.0,1496188800000.0,2017.0,42.487,3.17,3.0,2017-05-31,Xanthobacteraceae,,Bacteria,,,3.0,3.0,,,Rhizobiales,Proteobacteria,Xanthobacteraceae,,['MARINE_UNSURE'],52.2,1614,16.96,37.67,,
HumanObservation,Dinophyceae,,,,5.6483,0.4933,7.5,,Ceratiaceae,Tripos,Chromista,,True,10.0,5.0,2024-12-19 17:27:59.033,,Gonyaulacales,Myzozoa,Tripos vultur,Tripos vultur,[],35.0,15276,26.95,33.75,,Dinozoa
Occurrence,Holocephali,1158105600000.0,1158105600000.0,2006.0,55.3438,-9.9788,263.5,2006-09-13T10:30:00,Chimaeridae,Chimaera,Animalia,,True,527.0,0.0,2023-04-05 17:28:04,present,Chimaeriformes,Chordata,Chimaera monstrosa,Chimaera monstrosa,[],532.2,97078,12.08,35.41,False,Vertebrata
PreservedSpecimen,Malacostraca,553651200000.0,553651200000.0,1987.0,52.175,1.8367,7.5,1987-07-19 02:31:00+01,,,Animalia,,True,10.0,5.0,,present,Decapoda,Arthropoda,Decapoda,,[],33.4,14663,11.87,34.27,True,Crustacea
Occurrence,Dinophyceae,644025600000.0,644025600000.0,1990.0,58.3367,11.1583,14.0,1990-05-30,Peridiniaceae,,Chromista,,True,,14.0,2007-09-19 00:00:00,present,Peridiniales,Myzozoa,Peridiniaceae,,[],52.0,2484,10.3,28.28,True,Dinozoa
Occurrence,Cephalopoda,1417219200000.0,1417219200000.0,2014.0,56.627,-7.61,105.0,2014-11-29T14:08:00,Ommastrephidae,,Animalia,,True,210.0,0.0,2023-11-24 15:33:32,present,Oegopsida,Mollusca,Ommastrephidae,,[],209.6,16873,11.12,35.1,False,
Human observation,Malacostraca,1162339200000.0,1162339200000.0,2006.0,54.72,-55.9,328.5,2006-11-01,Crangonidae,Argis,Animalia,NAFO area 2J,True,334.0,323.0,2013-03-23T18:00:000Z,,Decapoda,Arthropoda,Argis dentata,Argis dentata,[],321.0,68145,1.93,32.29,False,Crustacea
Occurrence,Teleostei,444960000000.0,444960000000.0,1984.0,56.3333,11.9667,31.0,1984-02-07T07:15:00+00:00,Clupeidae,Clupea,Animalia,,True,31.0,,2011-01-01 00:00:00,present,Clupeiformes,Chordata,Clupea harengus,Clupea harengus,[],30.6,21621,10.41,21.07,True,Vertebrata
MachineObservation,Teleostei,333417600000.0,333417600000.0,1980.0,-19.75,115.75,111.0,1980-07-26,Trichiuridae,,Animalia,,True,111.0,111.0,2023-10-27 00:01:12,present,Scombriformes,Chordata,Trichiuridae,,[],122.0,71764,26.82,34.93,True,Vertebrata
Occurrence,Teleostei,634089600000.0,634089600000.0,1990.0,54.8333,2.2167,24.0,1990-02-04T06:20:00+00:00,Trachinidae,Echiichthys,Animalia,,True,24.0,,2011-01-01 00:00:00,present,Perciformes,Chordata,Echiichthys vipera,Echiichthys vipera,[],21.8,168216,10.91,34.77,False,Vertebrata
MaterialSample,Dinophyceae,1464998400000.0,1464998400000.0,2016.0,-31.48955,-169.97893,26.7,2016-06-04T13:46:32Z,,,Chromista,7635,True,26.7,26.7,2022-08-03T07:15:51Z,present,Syndiniales,Myzozoa,Syndiniales,,[],5491.0,794986,20.24,35.57,True,Dinozoa
HumanObservation,Aves,1409356800000.0,1409356800000.0,2014.0,-10.7083,142.508,0.0,2014-08-30 10:30:00,Scolopacidae,Limosa,Animalia,Bamaga: Big Creek estuary and coast to the east.10 42S 142 30E 1' Cell,True,0.0,0.0,2021-02-12T04:35:06,present,Charadriiformes,Chordata,Limosa lapponica,Limosa lapponica,[],4.98,264,27.27,34.75,,Vertebrata
MATERIAL_SAMPLE,Deltaproteobacteria,1481673600000.0,1481673600000.0,2016.0,-34.0694,151.111,3.0,2016-12-14,,,Bacteria,NSW,,3.0,3.0,,,Desulfarculales,Proteobacteria,Desulfarculales,,"['MARINE_UNSURE', 'ON_LAND']",-12.0,-4135,20.26,35.53,,
MaterialSample,Thermoplasmata,1435622400000.0,1435622400000.0,2015.0,-32.0,115.41667,47.0,2015-06-30T15:46:00Z,,,Archaea,Rottnest Island,True,47.0,47.0,2022-08-01T06:11:54Z,present,,Euryarchaeota,Thermoplasmata,,[],43.0,3903,20.89,35.53,,
Occurrence,Teleostei,911692800000.0,911692800000.0,1998.0,53.7167,-5.6333,90.0,1998-11-22T07:08:00+00:00,Gadidae,Merlangius,Animalia,,True,90.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Merlangius merlangus,Merlangius merlangus,[],90.0,27630,11.51,34.25,True,Vertebrata
Occurrence,Bivalvia,1501891200000.0,1501891200000.0,2017.0,51.6549,-8.50955,24.0,2017-08-05,Lasaeidae,Tellimya,Animalia,,True,24.0,24.0,2021-10-15 10:05:31,present,Galeommatida,Mollusca,Tellimya ferruginosa,Tellimya ferruginosa,[],23.4,1396,12.29,34.61,,
PreservedSpecimen,Holothuroidea,860371200000.0,860371200000.0,1997.0,48.84826386,-16.53016167,4843.0,1997-04-07T10:02:00Z/1997-04-07T11:54:00Z,Elpidiidae,Kolga,Animalia,Porcupine Abyssal Plain - Sustained Observatory,True,4844.0,4842.0,,present,Elasipodida,Echinodermata,Kolga nana,Kolga nana,[],4847.4,534644,14.2,35.63,False,Echinozoa
HumanObservation,Hexacorallia,1288396800000.0,1288396800000.0,2010.0,22.2211303711,-159.591690063,38.0,2010-10-30T12:00:00Z,Acroporidae,Montipora,Animalia,REGION: MHI; ISLAND: Kauai,True,38.0,38.0,,,Scleractinia,Cnidaria,Montipora patula,Montipora patula,[],7.0,539,25.32,35.14,,Anthozoa
Occurrence,Gastropoda,1410307200000.0,1410307200000.0,2014.0,52.97682,1.39263,19.98,2014-09-10,Rissoidae,Crisilla,Animalia,,True,19.98,19.98,2018-04-09 15:18:52,present,Littorinimorpha,Mollusca,Crisilla semistriata,Crisilla semistriata,[],19.8,7142,10.97,34.21,False,
HumanObservation,Bivalvia,,,,2.49711111,-78.26641667,0.15,,Arcidae,Anadara,Animalia,Isleñas-Calabazal,True,0.3,0.0,2022-02-28,,Arcida,Mollusca,Anadara tuberculosa,Anadara tuberculosa,['ON_LAND'],-1.0,-8,27.04,29.34,,
MaterialSample,Polychaeta,1341014400000.0,1335830400000.0,2012.0,59.05885347222223,2.232558527777778,117.0,2012-05/2012-06,Spionidae,Scolelepis,Animalia,Draupne/Hanz,True,117.0,117.0,,present,Spionida,Annelida,Scolelepis korsuni,Scolelepis korsuni,[],114.0,150917,10.2,34.96,False,
Occurrence,Teleostei,966124800000.0,966124800000.0,2000.0,60.6167,1.5667,140.0,2000-08-13T15:41:00+00:00,Argentinidae,Argentina,Animalia,,True,140.0,,2011-01-01 00:00:00,present,Argentiniformes,Chordata,Argentina sphyraena,Argentina sphyraena,[],137.0,127243,10.17,35.22,False,Vertebrata
Occurrence,Gymnolaemata,,,,-35.5833,138.7333,15.0,,Phidoloporidae,Triphyllozoon,Animalia,,True,15.0,15.0,,present,Cheilostomatida,Bryozoa,Triphyllozoon moniliferum,Triphyllozoon moniliferum,[],23.0,6190,16.75,35.85,False,
HumanObservation,Teleostei,1249516800000.0,1249516800000.0,2009.0,32.158012,34.767952,24.5,2009-08-06,Synodontidae,Saurida,Animalia,Mediterranean Sea - Eastern Basin,True,24.5,24.5,,present,Aulopiformes,Chordata,Saurida undosquamis,Saurida undosquamis,[],27.2,2320,23.07,38.45,False,Vertebrata
MaterialSample,Dinophyceae,1473811200000.0,1473811200000.0,2016.0,-32.4746,153.16627,80.0,2016-09-14T21:14:18Z,,,Chromista,Process Stn - EAC,True,80.0,80.0,2022-06-27T22:01:03Z,present,Syndiniales,Myzozoa,Syndiniales,,[],3110.0,57512,22.49,35.52,True,Dinozoa
MaterialSample,Bacillariophyceae,1485475200000.0,1485475200000.0,2017.0,-64.47358,115.62585,6.8,2017-01-27T13:27:23Z,Bacillariaceae,Fragilariopsis,Chromista,Sabrina Coast of Antarctica,True,6.8,6.8,2023-08-16T23:38:34Z,present,Bacillariales,Heterokontophyta,Fragilariopsis,,[],2124.0,182322,-1.42,33.93,,Bacillariophytina
MaterialSample,Alphaproteobacteria,1474329600000.0,1474329600000.0,2016.0,-27.92278,155.14312,2800.0,2016-09-20T18:10:49Z,,,Bacteria,Deep Cast,True,2800.0,2800.0,2022-06-28T03:41:59Z,present,,Proteobacteria,Alphaproteobacteria,,[],4455.44,156428,23.54,35.53,True,
HumanObservation,Copepoda,,,,45.873,-56.313,7.5,,,,Animalia,,True,10.0,5.0,2024-12-19 17:31:49.047,,,Arthropoda,Copepoda,,[],52.0,97713,7.66,31.89,True,Crustacea
Occurrence,Teleostei,887241600000.0,887241600000.0,1998.0,54.5667,2.5833,16.0,1998-02-12T12:36:00+00:00,Pleuronectidae,Limanda,Animalia,,True,16.0,,2011-01-01 00:00:00,present,Pleuronectiformes,Chordata,Limanda limanda,Limanda limanda,[],20.4,179506,11.01,34.75,False,Vertebrata
MaterialSample,Cryptophyceae,1632182400000.0,1632182400000.0,2021.0,28.0,-86.62,43.0,2021-09-21T14:30-04:00,Chroomonadaceae,Hemiselmis,Chromista,USA: Gulf of Mexico,True,43.0,43.0,,present,Pyrenomonadales,Cryptophyta,Hemiselmis rufescens,Hemiselmis rufescens,[],2969.0,222693,25.94,35.69,,
Occurrence,Florideophyceae,1602547200000.0,1602547200000.0,2020.0,56.03705,15.74839,5.0,2020-10-13T11:15:00+02:00,Phyllophoraceae,,Plantae,,True,5.5,4.5,2023-04-05 17:28:04,present,Gigartinales,Rhodophyta,Phyllophoraceae,,[],11.0,17,9.42,6.89,,Eurhodophytina
MaterialSample,Dinophyceae,1464998400000.0,1464998400000.0,2016.0,-31.00057,-169.99582,5.0,2016-06-04T20:49:41Z,,,Chromista,7736,True,5.0,5.0,2022-08-02T10:25:52Z,present,,Myzozoa,Dinophyceae,,[],5713.0,779986,20.45,35.57,True,Dinozoa
MaterialSample,Thermoplasmata,1434067200000.0,1434067200000.0,2015.0,-32.79545,153.7986,90.0,2015-06-12T20:45:00Z,,,Archaea,EAC,True,90.0,90.0,2022-06-24T23:01:30Z,present,,Euryarchaeota,Thermoplasmata,,[],4736.0,122329,22.27,35.56,,
HumanObservation,Teleostei,1247097600000.0,1247097600000.0,2009.0,-25.846,154.712,0.0,2009-07-09T21:17:14Z,Xiphiidae,Xiphias,Animalia,WH,True,0.0,0.0,2023-01-01T12:36:05,present,Carangiformes,Chordata,Xiphias gladius,Xiphias gladius,[],4649.28,152311,24.31,35.44,False,Vertebrata
Occurrence,Copepoda,828316800000.0,828316800000.0,1996.0,50.25,-4.22,27.5,1996-04-01,,,Animalia,L4 station,True,55.0,0.0,2010-11-08 15:26:18,present,Cyclopoida,Arthropoda,Ergasilida,,[],51.0,6827,12.86,34.79,True,Crustacea
MaterialSample,Alphaproteobacteria,1437609600000.0,1437609600000.0,2015.0,-42.59667,148.23333,10.0,2015-07-23T00:45:00Z,,,Bacteria,Maria Island,True,10.0,10.0,2022-06-23T19:15:44Z,present,,Proteobacteria,Alphaproteobacteria,,[],85.0,7753,14.65,35.3,True,
HumanObservation,Gastropoda,143769600000.0,143769600000.0,1974.0,59.0,-19.6333,104.0,1974-07-23T09:31:48Z,Fionidae,Fiona,Animalia,,True,112.0,96.0,,present,Nudibranchia,Mollusca,Fiona,,[],2825.6,480489,10.63,35.24,,
MaterialSample,Thermoplasmata,1475452800000.0,1475452800000.0,2016.0,-32.0,115.41667,46.0,2016-10-03T16:38:00Z,,,Archaea,Rottnest Island,True,46.0,46.0,2022-08-01T07:32:29Z,present,,Euryarchaeota,Thermoplasmata,,[],43.0,3903,20.89,35.53,,
